alpha_link,sharpe,turnover,fitness,returns,drawdown,margin,regular,pnl,bookSize,longCount,shortCount,type,nanHandling,instrumentType,delay,universe,truncation,unitHandling,testPeriod,pasteurization,region,language,decay,neutralization,visualization
https://platform.worldquantbrain.com/alpha/9Ena2nV,-1.39,141.86,-0.38,-10.870000000000001,54.09,-0.153,"ts_delta(close, 1)",-5377498,20000000,1507,1553,REGULAR,OFF,EQUITY,1,TOP3000,0.01,VERIFY,P0D,ON,USA,FASTEXPR,0,SUBINDUSTRY,False
